,DOM_MW,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,lag1,lag2,lag3,prediction,isFuture,pred
2018-08-29 06:00:00,,6,2,3,8,2018,241,29,35,8427.0,9997.0,9921.0,,True,9711.903
2018-08-29 07:00:00,,7,2,3,8,2018,241,29,35,9275.0,10811.0,10846.0,,True,10510.716
2018-08-29 08:00:00,,8,2,3,8,2018,241,29,35,9641.0,11411.0,11377.0,,True,11203.204
2018-08-29 09:00:00,,9,2,3,8,2018,241,29,35,9968.0,12085.0,11956.0,,True,11599.98
2018-08-29 10:00:00,,10,2,3,8,2018,241,29,35,10381.0,12910.0,12930.0,,True,12029.127
2018-08-29 11:00:00,,11,2,3,8,2018,241,29,35,10861.0,13812.0,14004.0,,True,12977.773
2018-08-29 12:00:00,,12,2,3,8,2018,241,29,35,11183.0,14759.0,14978.0,,True,13476.493
2018-08-29 13:00:00,,13,2,3,8,2018,241,29,35,11584.0,15754.0,15885.0,,True,13832.098
2018-08-29 14:00:00,,14,2,3,8,2018,241,29,35,11966.0,16440.0,16575.0,,True,13959.941
2018-08-29 15:00:00,,15,2,3,8,2018,241,29,35,12256.0,,16835.0,,True,13595.959
2018-08-29 16:00:00,,16,2,3,8,2018,241,29,35,12561.0,,16640.0,,True,13889.981
2018-08-29 17:00:00,,17,2,3,8,2018,241,29,35,12917.0,,16158.0,,True,14064.905
2018-08-29 18:00:00,,18,2,3,8,2018,241,29,35,13007.0,,15558.0,,True,14044.196
2018-08-29 19:00:00,,19,2,3,8,2018,241,29,35,12787.0,16563.0,14959.0,,True,14380.19
2018-08-29 20:00:00,,20,2,3,8,2018,241,29,35,12466.0,16001.0,14484.0,,True,14261.549
2018-08-29 21:00:00,,21,2,3,8,2018,241,29,35,12440.0,15640.0,14013.0,,True,14137.13
2018-08-29 22:00:00,,22,2,3,8,2018,241,29,35,11625.0,14671.0,13191.0,,True,13590.803
2018-08-29 23:00:00,,23,2,3,8,2018,241,29,35,10590.0,13324.0,11970.0,,True,12390.986
2018-08-30 00:00:00,,0,3,3,8,2018,242,30,35,9671.0,12064.0,10817.0,,True,10348.146
2018-08-30 01:00:00,,1,3,3,8,2018,242,30,35,8874.0,11108.0,9913.0,,True,9934.823
2018-08-30 02:00:00,,2,3,3,8,2018,242,30,35,8502.0,10448.0,9341.0,,True,9326.568
2018-08-30 03:00:00,,3,3,3,8,2018,242,30,35,8242.0,10005.0,8940.0,,True,9219.359
2018-08-30 04:00:00,,4,3,3,8,2018,242,30,35,8151.0,9797.0,8762.0,,True,9108.718
2018-08-30 05:00:00,,5,3,3,8,2018,242,30,35,8307.0,9831.0,8822.0,,True,9127.301
2018-08-30 06:00:00,,6,3,3,8,2018,242,30,35,8775.0,10363.0,9352.0,,True,9660.255
2018-08-30 07:00:00,,7,3,3,8,2018,242,30,35,9607.0,11153.0,10289.0,,True,10517.3
2018-08-30 08:00:00,,8,3,3,8,2018,242,30,35,10202.0,11720.0,10869.0,,True,11425.492
2018-08-30 09:00:00,,9,3,3,8,2018,242,30,35,10627.0,12227.0,11557.0,,True,11853.596
2018-08-30 10:00:00,,10,3,3,8,2018,242,30,35,11345.0,12743.0,12468.0,,True,12394.424
2018-08-30 11:00:00,,11,3,3,8,2018,242,30,35,12078.0,13296.0,13497.0,,True,13252.233
2018-08-30 12:00:00,,12,3,3,8,2018,242,30,35,12781.0,13864.0,14510.0,,True,13936.466
2018-08-30 13:00:00,,13,3,3,8,2018,242,30,35,13565.0,14276.0,15475.0,,True,14157.255
2018-08-30 14:00:00,,14,3,3,8,2018,242,30,35,14210.0,14684.0,16250.0,,True,14277.6455
2018-08-30 15:00:00,,15,3,3,8,2018,242,30,35,14581.0,14859.0,16743.0,,True,14564.959
2018-08-30 16:00:00,,16,3,3,8,2018,242,30,35,14896.0,14910.0,,,True,14323.645
2018-08-30 17:00:00,,17,3,3,8,2018,242,30,35,15072.0,15049.0,,,True,14429.814
2018-08-30 18:00:00,,18,3,3,8,2018,242,30,35,14996.0,14842.0,16825.0,,True,14778.229
2018-08-30 19:00:00,,19,3,3,8,2018,242,30,35,14460.0,14238.0,16225.0,,True,14651.441
2018-08-30 20:00:00,,20,3,3,8,2018,242,30,35,14073.0,13850.0,15692.0,,True,14355.126
2018-08-30 21:00:00,,21,3,3,8,2018,242,30,35,13811.0,13677.0,15334.0,,True,14339.625
2018-08-30 22:00:00,,22,3,3,8,2018,242,30,35,12897.0,12914.0,14302.0,,True,13811.932
2018-08-30 23:00:00,,23,3,3,8,2018,242,30,35,11863.0,11852.0,12995.0,,True,12834.877
2018-08-31 00:00:00,,0,4,3,8,2018,243,31,35,10729.0,10763.0,11762.0,,True,10544.434
2018-08-31 01:00:00,,1,4,3,8,2018,243,31,35,9904.0,9944.0,10758.0,,True,10142.135
2018-08-31 02:00:00,,2,4,3,8,2018,243,31,35,9359.0,9400.0,10096.0,,True,9758.51
2018-08-31 03:00:00,,3,4,3,8,2018,243,31,35,8952.0,9020.0,9604.0,,True,9400.656
2018-08-31 04:00:00,,4,4,3,8,2018,243,31,35,8729.0,8822.0,9379.0,,True,9179.92
2018-08-31 05:00:00,,5,4,3,8,2018,243,31,35,8667.0,8901.0,9433.0,,True,9215.433
2018-08-31 06:00:00,,6,4,3,8,2018,243,31,35,9128.0,9337.0,9848.0,,True,9900.384
2018-08-31 07:00:00,,7,4,3,8,2018,243,31,35,9881.0,10032.0,10677.0,,True,10626.85
2018-08-31 08:00:00,,8,4,3,8,2018,243,31,35,10311.0,10556.0,11222.0,,True,11042.993
2018-08-31 09:00:00,,9,4,3,8,2018,243,31,35,10482.0,11007.0,12109.0,,True,11519.975
2018-08-31 10:00:00,,10,4,3,8,2018,243,31,35,10676.0,11487.0,13148.0,,True,11996.979
2018-08-31 11:00:00,,11,4,3,8,2018,243,31,35,10715.0,11947.0,14283.0,,True,12649.276
2018-08-31 12:00:00,,12,4,3,8,2018,243,31,35,10695.0,12283.0,15335.0,,True,13141.603
2018-08-31 13:00:00,,13,4,3,8,2018,243,31,35,10595.0,12554.0,16250.0,,True,13205.556
2018-08-31 14:00:00,,14,4,3,8,2018,243,31,35,10553.0,12808.0,16626.0,,True,13252.861
2018-08-31 15:00:00,,15,4,3,8,2018,243,31,35,10428.0,12902.0,16501.0,,True,13186.354
2018-08-31 16:00:00,,16,4,3,8,2018,243,31,35,10323.0,12811.0,15911.0,,True,13134.532
2018-08-31 17:00:00,,17,4,3,8,2018,243,31,35,10202.0,12617.0,15428.0,,True,13101.103
2018-08-31 18:00:00,,18,4,3,8,2018,243,31,35,10115.0,12349.0,14982.0,,True,13041.51
2018-08-31 19:00:00,,19,4,3,8,2018,243,31,35,10151.0,11882.0,14298.0,,True,12948.325
2018-08-31 20:00:00,,20,4,3,8,2018,243,31,35,10175.0,11680.0,13914.0,,True,12941.977
2018-08-31 21:00:00,,21,4,3,8,2018,243,31,35,10085.0,11557.0,13693.0,,True,12670.519
2018-08-31 22:00:00,,22,4,3,8,2018,243,31,35,9677.0,11017.0,12882.0,,True,11972.72
2018-08-31 23:00:00,,23,4,3,8,2018,243,31,35,9151.0,10379.0,12041.0,,True,11293.8545
2018-09-01 00:00:00,,0,5,3,9,2018,244,1,35,8529.0,9664.0,11113.0,,True,9624.55
2018-09-01 01:00:00,,1,5,3,9,2018,244,1,35,8030.0,9025.0,10302.0,,True,9356.317
2018-09-01 02:00:00,,2,5,3,9,2018,244,1,35,7687.0,8573.0,9657.0,,True,8982.559
2018-09-01 03:00:00,,3,5,3,9,2018,244,1,35,7496.0,8313.0,9231.0,,True,8670.722
2018-09-01 04:00:00,,4,5,3,9,2018,244,1,35,7419.0,8165.0,8978.0,,True,8509.32
2018-09-01 05:00:00,,5,5,3,9,2018,244,1,35,7353.0,8081.0,8883.0,,True,8484.289
2018-09-01 06:00:00,,6,5,3,9,2018,244,1,35,7561.0,8195.0,8995.0,,True,8506.818
2018-09-01 07:00:00,,7,5,3,9,2018,244,1,35,7795.0,8483.0,9316.0,,True,8753.807
2018-09-01 08:00:00,,8,5,3,9,2018,244,1,35,8168.0,8732.0,9715.0,,True,9413.904
2018-09-01 09:00:00,,9,5,3,9,2018,244,1,35,8731.0,9291.0,10558.0,,True,9826.268
2018-09-01 10:00:00,,10,5,3,9,2018,244,1,35,9302.0,9929.0,11377.0,,True,10509.234
2018-09-01 11:00:00,,11,5,3,9,2018,244,1,35,9732.0,10485.0,12169.0,,True,11144.184
2018-09-01 12:00:00,,12,5,3,9,2018,244,1,35,9902.0,10778.0,12762.0,,True,11694.054
2018-09-01 13:00:00,,13,5,3,9,2018,244,1,35,9978.0,10889.0,13358.0,,True,12066.086
2018-09-01 14:00:00,,14,5,3,9,2018,244,1,35,9924.0,10949.0,13796.0,,True,12209.058
2018-09-01 15:00:00,,15,5,3,9,2018,244,1,35,9807.0,11064.0,14035.0,,True,12187.93
2018-09-01 16:00:00,,16,5,3,9,2018,244,1,35,9787.0,11047.0,14254.0,,True,12176.064
2018-09-01 17:00:00,,17,5,3,9,2018,244,1,35,9874.0,11098.0,14264.0,,True,12423.692
2018-09-01 18:00:00,,18,5,3,9,2018,244,1,35,10102.0,11032.0,14151.0,,True,12373.678
2018-09-01 19:00:00,,19,5,3,9,2018,244,1,35,10153.0,10953.0,13564.0,,True,12393.198
2018-09-01 20:00:00,,20,5,3,9,2018,244,1,35,10353.0,10856.0,13038.0,,True,12185.366
2018-09-01 21:00:00,,21,5,3,9,2018,244,1,35,10402.0,10925.0,12831.0,,True,12188.561
2018-09-01 22:00:00,,22,5,3,9,2018,244,1,35,10001.0,10572.0,12167.0,,True,11690.926
2018-09-01 23:00:00,,23,5,3,9,2018,244,1,35,9520.0,9960.0,11309.0,,True,11320.609
2018-09-02 00:00:00,,0,6,3,9,2018,245,2,35,8837.0,9274.0,10393.0,,True,9703.345
2018-09-02 01:00:00,,1,6,3,9,2018,245,2,35,8336.0,8645.0,9578.0,,True,9227.275
2018-09-02 02:00:00,,2,6,3,9,2018,245,2,35,7927.0,8199.0,8990.0,,True,8629.019
2018-09-02 03:00:00,,3,6,3,9,2018,245,2,35,7673.0,7936.0,8600.0,,True,8394.216
2018-09-02 04:00:00,,4,6,3,9,2018,245,2,35,7594.0,7736.0,8347.0,,True,8321.526
2018-09-02 05:00:00,,5,6,3,9,2018,245,2,35,7537.0,7704.0,8250.0,,True,8279.751
2018-09-02 06:00:00,,6,6,3,9,2018,245,2,35,7590.0,7758.0,8298.0,,True,8319.024
2018-09-02 07:00:00,,7,6,3,9,2018,245,2,35,7785.0,7884.0,8410.0,,True,8454.792
2018-09-02 08:00:00,,8,6,3,9,2018,245,2,35,8038.0,8123.0,8654.0,,True,8943.529
2018-09-02 09:00:00,,9,6,3,9,2018,245,2,35,8553.0,8758.0,9592.0,,True,9486.052
2018-09-02 10:00:00,,10,6,3,9,2018,245,2,35,9084.0,9407.0,10473.0,,True,10131.516
2018-09-02 11:00:00,,11,6,3,9,2018,245,2,35,9458.0,9933.0,11142.0,,True,10750.187
2018-09-02 12:00:00,,12,6,3,9,2018,245,2,35,9876.0,10466.0,11818.0,,True,11415.434
2018-09-02 13:00:00,,13,6,3,9,2018,245,2,35,10190.0,10929.0,12225.0,,True,11863.827
2018-09-02 14:00:00,,14,6,3,9,2018,245,2,35,10413.0,11292.0,12649.0,,True,12169.33
2018-09-02 15:00:00,,15,6,3,9,2018,245,2,35,10804.0,11629.0,12920.0,,True,12609.422
2018-09-02 16:00:00,,16,6,3,9,2018,245,2,35,11095.0,11832.0,13133.0,,True,12830.578
2018-09-02 17:00:00,,17,6,3,9,2018,245,2,35,11340.0,12038.0,13200.0,,True,13056.44
2018-09-02 18:00:00,,18,6,3,9,2018,245,2,35,11583.0,12014.0,13134.0,,True,13126.344
2018-09-02 19:00:00,,19,6,3,9,2018,245,2,35,11407.0,11711.0,12718.0,,True,12972.716
2018-09-02 20:00:00,,20,6,3,9,2018,245,2,35,11123.0,11326.0,12341.0,,True,12540.994
2018-09-02 21:00:00,,21,6,3,9,2018,245,2,35,10964.0,11213.0,12216.0,,True,12433.802
2018-09-02 22:00:00,,22,6,3,9,2018,245,2,35,10445.0,10608.0,11596.0,,True,11787.596
2018-09-02 23:00:00,,23,6,3,9,2018,245,2,35,9721.0,9880.0,10830.0,,True,11204.572
2018-09-03 00:00:00,,0,0,3,9,2018,246,3,36,8988.0,8999.0,9957.0,,True,9664.394
2018-09-03 01:00:00,,1,0,3,9,2018,246,3,36,8329.0,8381.0,9228.0,,True,8896.796
2018-09-03 02:00:00,,2,0,3,9,2018,246,3,36,7866.0,7929.0,8675.0,,True,8390.482
2018-09-03 03:00:00,,3,0,3,9,2018,246,3,36,7559.0,7618.0,8312.0,,True,8211.502
2018-09-03 04:00:00,,4,0,3,9,2018,246,3,36,7423.0,7472.0,8158.0,,True,8191.2617
2018-09-03 05:00:00,,5,0,3,9,2018,246,3,36,7435.0,7497.0,8115.0,,True,8164.13
2018-09-03 06:00:00,,6,0,3,9,2018,246,3,36,7581.0,7664.0,8286.0,,True,8460.879
2018-09-03 07:00:00,,7,0,3,9,2018,246,3,36,7748.0,7844.0,8462.0,,True,8711.338
2018-09-03 08:00:00,,8,0,3,9,2018,246,3,36,7942.0,8040.0,8813.0,,True,9218.778
2018-09-03 09:00:00,,9,0,3,9,2018,246,3,36,8569.0,8705.0,9746.0,,True,9725.287
2018-09-03 10:00:00,,10,0,3,9,2018,246,3,36,9328.0,9527.0,10976.0,,True,10488.316
2018-09-03 11:00:00,,11,0,3,9,2018,246,3,36,10086.0,10332.0,12089.0,,True,11276.356
2018-09-03 12:00:00,,12,0,3,9,2018,246,3,36,10788.0,10968.0,13115.0,,True,12221.11
2018-09-03 13:00:00,,13,0,3,9,2018,246,3,36,11397.0,11553.0,13876.0,,True,12817.534
2018-09-03 14:00:00,,14,0,3,9,2018,246,3,36,11938.0,12070.0,14549.0,,True,13355.274
2018-09-03 15:00:00,,15,0,3,9,2018,246,3,36,12485.0,12502.0,15099.0,,True,13716.104
2018-09-03 16:00:00,,16,0,3,9,2018,246,3,36,12975.0,12903.0,15497.0,,True,13897.805
2018-09-03 17:00:00,,17,0,3,9,2018,246,3,36,13425.0,13160.0,15792.0,,True,14191.846
2018-09-03 18:00:00,,18,0,3,9,2018,246,3,36,13668.0,13309.0,15823.0,,True,14203.271
2018-09-03 19:00:00,,19,0,3,9,2018,246,3,36,13489.0,13112.0,15332.0,,True,14147.097
2018-09-03 20:00:00,,20,0,3,9,2018,246,3,36,13201.0,12819.0,14851.0,,True,13954.888
2018-09-03 21:00:00,,21,0,3,9,2018,246,3,36,13073.0,12663.0,14518.0,,True,13856.703
2018-09-03 22:00:00,,22,0,3,9,2018,246,3,36,12176.0,11758.0,13412.0,,True,13150.496
2018-09-03 23:00:00,,23,0,3,9,2018,246,3,36,11046.0,10630.0,12153.0,,True,11847.746
2018-09-04 00:00:00,,0,1,3,9,2018,247,4,36,10039.0,9580.0,10955.0,,True,10161.2705
2018-09-04 01:00:00,,1,1,3,9,2018,247,4,36,9252.0,8807.0,9965.0,,True,9525.959
2018-09-04 02:00:00,,2,1,3,9,2018,247,4,36,8698.0,8314.0,9348.0,,True,8874.591
2018-09-04 03:00:00,,3,1,3,9,2018,247,4,36,8421.0,8067.0,8952.0,,True,8637.98
2018-09-04 04:00:00,,4,1,3,9,2018,247,4,36,8193.0,7988.0,8778.0,,True,8564.909
2018-09-04 05:00:00,,5,1,3,9,2018,247,4,36,8283.0,8183.0,8848.0,,True,8570.013
2018-09-04 06:00:00,,6,1,3,9,2018,247,4,36,8862.0,8765.0,9466.0,,True,9397.603
2018-09-04 07:00:00,,7,1,3,9,2018,247,4,36,9806.0,9705.0,10475.0,,True,10307.73
2018-09-04 08:00:00,,8,1,3,9,2018,247,4,36,10329.0,10248.0,11108.0,,True,10886.288
2018-09-04 09:00:00,,9,1,3,9,2018,247,4,36,10723.0,10754.0,11788.0,,True,11429.8125
2018-09-04 10:00:00,,10,1,3,9,2018,247,4,36,11331.0,11513.0,12711.0,,True,12102.181
2018-09-04 11:00:00,,11,1,3,9,2018,247,4,36,12101.0,12236.0,13798.0,,True,12868.291
2018-09-04 12:00:00,,12,1,3,9,2018,247,4,36,12960.0,13047.0,14688.0,,True,13785.344
2018-09-04 13:00:00,,13,1,3,9,2018,247,4,36,13860.0,13825.0,15430.0,,True,14083.421
2018-09-04 14:00:00,,14,1,3,9,2018,247,4,36,14699.0,14654.0,16000.0,,True,14422.118
2018-09-04 15:00:00,,15,1,3,9,2018,247,4,36,15213.0,15228.0,16250.0,,True,14537.143
2018-09-04 16:00:00,,16,1,3,9,2018,247,4,36,15553.0,15948.0,16296.0,,True,14645.08
2018-09-04 17:00:00,,17,1,3,9,2018,247,4,36,15565.0,16302.0,16456.0,,True,14723.249
2018-09-04 18:00:00,,18,1,3,9,2018,247,4,36,15204.0,16371.0,16433.0,,True,14734.675
2018-09-04 19:00:00,,19,1,3,9,2018,247,4,36,14591.0,15912.0,16140.0,,True,14647.251
2018-09-04 20:00:00,,20,1,3,9,2018,247,4,36,14140.0,15349.0,15710.0,,True,14319.687
2018-09-04 21:00:00,,21,1,3,9,2018,247,4,36,13642.0,14919.0,15547.0,,True,14202.77
2018-09-04 22:00:00,,22,1,3,9,2018,247,4,36,12616.0,13775.0,14345.0,,True,13824.216
2018-09-04 23:00:00,,23,1,3,9,2018,247,4,36,11455.0,12461.0,12996.0,,True,12803.681
2018-09-05 00:00:00,,0,2,3,9,2018,248,5,36,10387.0,11065.0,11754.0,,True,10435.353
2018-09-05 01:00:00,,1,2,3,9,2018,248,5,36,9626.0,10302.0,10779.0,,True,9962.847
2018-09-05 02:00:00,,2,2,3,9,2018,248,5,36,9135.0,9709.0,10179.0,,True,9608.461
2018-09-05 03:00:00,,3,2,3,9,2018,248,5,36,8803.0,9301.0,9767.0,,True,9416.724
2018-09-05 04:00:00,,4,2,3,9,2018,248,5,36,8594.0,9033.0,9656.0,,True,9202.692
2018-09-05 05:00:00,,5,2,3,9,2018,248,5,36,8662.0,9136.0,9741.0,,True,9202.692
2018-09-05 06:00:00,,6,2,3,9,2018,248,5,36,9218.0,9717.0,10361.0,,True,9844.749
2018-09-05 07:00:00,,7,2,3,9,2018,248,5,36,10202.0,10741.0,11454.0,,True,10781.929
2018-09-05 08:00:00,,8,2,3,9,2018,248,5,36,10660.0,11216.0,11982.0,,True,11513.713
2018-09-05 09:00:00,,9,2,3,9,2018,248,5,36,10866.0,11636.0,12524.0,,True,11933.741
2018-09-05 10:00:00,,10,2,3,9,2018,248,5,36,10969.0,12308.0,13318.0,,True,12406.935
2018-09-05 11:00:00,,11,2,3,9,2018,248,5,36,11227.0,13032.0,14395.0,,True,13016.509
2018-09-05 12:00:00,,12,2,3,9,2018,248,5,36,11501.0,13717.0,15486.0,,True,13405.834
2018-09-05 13:00:00,,13,2,3,9,2018,248,5,36,11692.0,14438.0,16346.0,,True,13611.39
2018-09-05 14:00:00,,14,2,3,9,2018,248,5,36,11907.0,14964.0,16902.0,,True,13704.406
2018-09-05 15:00:00,,15,2,3,9,2018,248,5,36,11893.0,15577.0,,,True,13450.925
2018-09-05 16:00:00,,16,2,3,9,2018,248,5,36,11763.0,16217.0,,,True,13453.771
2018-09-05 17:00:00,,17,2,3,9,2018,248,5,36,11562.0,16663.0,,,True,13531.94
2018-09-05 18:00:00,,18,2,3,9,2018,248,5,36,11468.0,16756.0,,,True,13451.47
2018-09-05 19:00:00,,19,2,3,9,2018,248,5,36,11278.0,16069.0,16534.0,,True,13790.224
2018-09-05 20:00:00,,20,2,3,9,2018,248,5,36,11218.0,15519.0,16211.0,,True,13790.224
2018-09-05 21:00:00,,21,2,3,9,2018,248,5,36,11006.0,15113.0,15677.0,,True,13556.612
2018-09-05 22:00:00,,22,2,3,9,2018,248,5,36,10370.0,14033.0,14503.0,,True,13118.573
2018-09-05 23:00:00,,23,2,3,9,2018,248,5,36,9462.0,12740.0,13121.0,,True,11748.941
2018-09-06 00:00:00,,0,3,3,9,2018,249,6,36,8676.0,11591.0,11869.0,,True,10102.325
2018-09-06 01:00:00,,1,3,3,9,2018,249,6,36,8102.0,10695.0,10962.0,,True,9527.756
2018-09-06 02:00:00,,2,3,3,9,2018,249,6,36,7761.0,10142.0,10378.0,,True,9330.679
2018-09-06 03:00:00,,3,3,3,9,2018,249,6,36,7555.0,9785.0,9995.0,,True,9251.261
2018-09-06 04:00:00,,4,3,3,9,2018,249,6,36,7467.0,9551.0,9845.0,,True,9220.314
2018-09-06 05:00:00,,5,3,3,9,2018,249,6,36,7595.0,9700.0,9922.0,,True,9262.088
2018-09-06 06:00:00,,6,3,3,9,2018,249,6,36,8122.0,10288.0,10484.0,,True,9553.327
2018-09-06 07:00:00,,7,3,3,9,2018,249,6,36,9061.0,11322.0,11491.0,,True,10693.484
2018-09-06 08:00:00,,8,3,3,9,2018,249,6,36,9495.0,11848.0,12022.0,,True,11151.793
2018-09-06 09:00:00,,9,3,3,9,2018,249,6,36,9575.0,12369.0,12258.0,,True,11235.824
2018-09-06 10:00:00,,10,3,3,9,2018,249,6,36,9813.0,13053.0,12690.0,,True,11698.4795
2018-09-06 11:00:00,,11,3,3,9,2018,249,6,36,10110.0,14007.0,13169.0,,True,12379.53
2018-09-06 12:00:00,,12,3,3,9,2018,249,6,36,10365.0,14878.0,13525.0,,True,12848.717
2018-09-06 13:00:00,,13,3,3,9,2018,249,6,36,10577.0,15725.0,13893.0,,True,13237.146
2018-09-06 14:00:00,,14,3,3,9,2018,249,6,36,10797.0,16589.0,14248.0,,True,13462.069
2018-09-06 15:00:00,,15,3,3,9,2018,249,6,36,11019.0,,14582.0,,True,12680.214
2018-09-06 16:00:00,,16,3,3,9,2018,249,6,36,11168.0,,14792.0,,True,12855.956
2018-09-06 17:00:00,,17,3,3,9,2018,249,6,36,11391.0,,14838.0,,True,12916.692
2018-09-06 18:00:00,,18,3,3,9,2018,249,6,36,11509.0,,14530.0,,True,13048.005
2018-09-06 19:00:00,,19,3,3,9,2018,249,6,36,11296.0,,14105.0,,True,12883.677
2018-09-06 20:00:00,,20,3,3,9,2018,249,6,36,11144.0,,13825.0,,True,12811.423
2018-09-06 21:00:00,,21,3,3,9,2018,249,6,36,11023.0,16478.0,13345.0,,True,13511.35
2018-09-06 22:00:00,,22,3,3,9,2018,249,6,36,10397.0,15350.0,12510.0,,True,12860.865
2018-09-06 23:00:00,,23,3,3,9,2018,249,6,36,9430.0,13997.0,11323.0,,True,11767.96
2018-09-07 00:00:00,,0,4,3,9,2018,250,7,36,8533.0,12709.0,10271.0,,True,9840.624
2018-09-07 01:00:00,,1,4,3,9,2018,250,7,36,7918.0,11748.0,9435.0,,True,9478.725
2018-09-07 02:00:00,,2,4,3,9,2018,250,7,36,7552.0,11082.0,8876.0,,True,9152.242
2018-09-07 03:00:00,,3,4,3,9,2018,250,7,36,7348.0,10575.0,8566.0,,True,8959.11
2018-09-07 04:00:00,,4,4,3,9,2018,250,7,36,7307.0,10218.0,8377.0,,True,8903.368
2018-09-07 05:00:00,,5,4,3,9,2018,250,7,36,7424.0,10179.0,8450.0,,True,8936.691
2018-09-07 06:00:00,,6,4,3,9,2018,250,7,36,7984.0,10619.0,8957.0,,True,9319.097
2018-09-07 07:00:00,,7,4,3,9,2018,250,7,36,8907.0,11565.0,9938.0,,True,10235.448
2018-09-07 08:00:00,,8,4,3,9,2018,250,7,36,9308.0,12076.0,10423.0,,True,10794.894
2018-09-07 09:00:00,,9,4,3,9,2018,250,7,36,9383.0,12721.0,10726.0,,True,10948.801
2018-09-07 10:00:00,,10,4,3,9,2018,250,7,36,9612.0,13540.0,11183.0,,True,11281.647
2018-09-07 11:00:00,,11,4,3,9,2018,250,7,36,9891.0,14397.0,11721.0,,True,11890.056
2018-09-07 12:00:00,,12,4,3,9,2018,250,7,36,10078.0,15390.0,12312.0,,True,12383.463
2018-09-07 13:00:00,,13,4,3,9,2018,250,7,36,10278.0,16329.0,12833.0,,True,12781.487
2018-09-07 14:00:00,,14,4,3,9,2018,250,7,36,10553.0,,13439.0,,True,12345.862
2018-09-07 15:00:00,,15,4,3,9,2018,250,7,36,10806.0,,13973.0,,True,12617.189
2018-09-07 16:00:00,,16,4,3,9,2018,250,7,36,11001.0,,14359.0,,True,12716.465
2018-09-07 17:00:00,,17,4,3,9,2018,250,7,36,11266.0,,14607.0,,True,12901.613
2018-09-07 18:00:00,,18,4,3,9,2018,250,7,36,11319.0,,14496.0,,True,12931.599
2018-09-07 19:00:00,,19,4,3,9,2018,250,7,36,11040.0,,13834.0,,True,12744.186
2018-09-07 20:00:00,,20,4,3,9,2018,250,7,36,10810.0,16540.0,13158.0,,True,13348.642
2018-09-07 21:00:00,,21,4,3,9,2018,250,7,36,10678.0,15992.0,12693.0,,True,13210.02
2018-09-07 22:00:00,,22,4,3,9,2018,250,7,36,10057.0,15054.0,11846.0,,True,12408.963
2018-09-07 23:00:00,,23,4,3,9,2018,250,7,36,9473.0,13916.0,10928.0,,True,11586.56
2018-09-08 00:00:00,,0,5,3,9,2018,251,8,36,8755.0,12855.0,9968.0,,True,9970.593
2018-09-08 01:00:00,,1,5,3,9,2018,251,8,36,8076.0,11717.0,9151.0,,True,9493.218
2018-09-08 02:00:00,,2,5,3,9,2018,251,8,36,7704.0,11536.0,8626.0,,True,9226.9375
2018-09-08 03:00:00,,3,5,3,9,2018,251,8,36,7502.0,10460.0,8325.0,,True,9076.518
2018-09-08 04:00:00,,4,5,3,9,2018,251,8,36,7377.0,10143.0,8092.0,,True,9009.66
2018-09-08 05:00:00,,5,5,3,9,2018,251,8,36,7365.0,9917.0,8064.0,,True,8948.428
2018-09-08 06:00:00,,6,5,3,9,2018,251,8,36,7438.0,9939.0,8226.0,,True,9007.988
2018-09-08 07:00:00,,7,5,3,9,2018,251,8,36,7694.0,10178.0,8543.0,,True,9307.657
2018-09-08 08:00:00,,8,5,3,9,2018,251,8,36,8077.0,10541.0,9044.0,,True,9643.85
2018-09-08 09:00:00,,9,5,3,9,2018,251,8,36,8560.0,11524.0,9743.0,,True,10267.317
2018-09-08 10:00:00,,10,5,3,9,2018,251,8,36,9043.0,12565.0,10490.0,,True,10838.943
2018-09-08 11:00:00,,11,5,3,9,2018,251,8,36,9346.0,13648.0,11160.0,,True,11365.223
2018-09-08 12:00:00,,12,5,3,9,2018,251,8,36,9645.0,14719.0,11612.0,,True,11787.46
2018-09-08 13:00:00,,13,5,3,9,2018,251,8,36,9780.0,15579.0,11950.0,,True,12138.465
2018-09-08 14:00:00,,14,5,3,9,2018,251,8,36,9895.0,16252.0,11964.0,,True,12328.43
2018-09-08 15:00:00,,15,5,3,9,2018,251,8,36,10025.0,16713.0,12001.0,,True,12372.016
2018-09-08 16:00:00,,16,5,3,9,2018,251,8,36,10125.0,,11837.0,,True,11564.07
2018-09-08 17:00:00,,17,5,3,9,2018,251,8,36,10273.0,,11711.0,,True,11730.885
2018-09-08 18:00:00,,18,5,3,9,2018,251,8,36,10313.0,16786.0,11633.0,,True,12669.237
2018-09-08 19:00:00,,19,5,3,9,2018,251,8,36,10233.0,16297.0,11400.0,,True,12568.9375
2018-09-08 20:00:00,,20,5,3,9,2018,251,8,36,10138.0,15812.0,11520.0,,True,12503.592
2018-09-08 21:00:00,,21,5,3,9,2018,251,8,36,10147.0,15424.0,11441.0,,True,12562.876
2018-09-08 22:00:00,,22,5,3,9,2018,251,8,36,9679.0,14637.0,10946.0,,True,11793.887
2018-09-08 23:00:00,,23,5,3,9,2018,251,8,36,9105.0,13615.0,10194.0,,True,11445.278
2018-09-09 00:00:00,,0,6,3,9,2018,252,9,36,8404.0,12563.0,9410.0,,True,9696.673
