,DOM_MW,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,lag1,lag2,lag3,prediction,isFuture,pred
2018-08-03 00:00:00,,0,4,3,8,2018,215,3,31,11607.0,11153.0,10717.0,,True,10659.438
2018-08-03 01:00:00,,1,4,3,8,2018,215,3,31,10638.0,10229.0,9874.0,,True,10153.6045
2018-08-03 02:00:00,,2,4,3,8,2018,215,3,31,9971.0,9659.0,9384.0,,True,9842.525
2018-08-03 03:00:00,,3,4,3,8,2018,215,3,31,9613.0,9285.0,8998.0,,True,9531.994
2018-08-03 04:00:00,,4,4,3,8,2018,215,3,31,9381.0,9094.0,8834.0,,True,9260.926
2018-08-03 05:00:00,,5,4,3,8,2018,215,3,31,9405.0,9122.0,8949.0,,True,9369.529
2018-08-03 06:00:00,,6,4,3,8,2018,215,3,31,9781.0,9571.0,9383.0,,True,9983.527
2018-08-03 07:00:00,,7,4,3,8,2018,215,3,31,10296.0,10261.0,10092.0,,True,10555.71
2018-08-03 08:00:00,,8,4,3,8,2018,215,3,31,10970.0,10937.0,10588.0,,True,11320.179
2018-08-03 09:00:00,,9,4,3,8,2018,215,3,31,11794.0,11526.0,11080.0,,True,11939.552
2018-08-03 10:00:00,,10,4,3,8,2018,215,3,31,12701.0,12240.0,11585.0,,True,12520.218
2018-08-03 11:00:00,,11,4,3,8,2018,215,3,31,13725.0,12855.0,11900.0,,True,13177.487
2018-08-03 12:00:00,,12,4,3,8,2018,215,3,31,14705.0,13397.0,12142.0,,True,13988.367
2018-08-03 13:00:00,,13,4,3,8,2018,215,3,31,15447.0,13795.0,12274.0,,True,14218.0
2018-08-03 14:00:00,,14,4,3,8,2018,215,3,31,16157.0,14193.0,12466.0,,True,14379.923
2018-08-03 15:00:00,,15,4,3,8,2018,215,3,31,16533.0,14517.0,12740.0,,True,14575.129
2018-08-03 16:00:00,,16,4,3,8,2018,215,3,31,16906.0,14637.0,12842.0,,True,14611.38
2018-08-03 17:00:00,,17,4,3,8,2018,215,3,31,,14789.0,12761.0,,True,14585.872
2018-08-03 18:00:00,,18,4,3,8,2018,215,3,31,16941.0,14932.0,12642.0,,True,14631.244
2018-08-03 19:00:00,,19,4,3,8,2018,215,3,31,16429.0,14713.0,12363.0,,True,14495.574
2018-08-03 20:00:00,,20,4,3,8,2018,215,3,31,15611.0,14204.0,11979.0,,True,14241.283
2018-08-03 21:00:00,,21,4,3,8,2018,215,3,31,15148.0,13934.0,12062.0,,True,14334.289
2018-08-03 22:00:00,,22,4,3,8,2018,215,3,31,14382.0,13478.0,11833.0,,True,13960.241
2018-08-03 23:00:00,,23,4,3,8,2018,215,3,31,13428.0,12628.0,11176.0,,True,12911.399
2018-08-04 00:00:00,,0,5,3,8,2018,216,4,31,12240.0,11689.0,10338.0,,True,10879.966
2018-08-04 01:00:00,,1,5,3,8,2018,216,4,31,11435.0,10866.0,9633.0,,True,10449.344
2018-08-04 02:00:00,,2,5,3,8,2018,216,4,31,10756.0,10273.0,9182.0,,True,9998.191
2018-08-04 03:00:00,,3,5,3,8,2018,216,4,31,10311.0,9891.0,8781.0,,True,9851.789
2018-08-04 04:00:00,,4,5,3,8,2018,216,4,31,9967.0,9677.0,8579.0,,True,9799.715
2018-08-04 05:00:00,,5,5,3,8,2018,216,4,31,9787.0,9631.0,8542.0,,True,9725.445
2018-08-04 06:00:00,,6,5,3,8,2018,216,4,31,9804.0,9728.0,8663.0,,True,9776.029
2018-08-04 07:00:00,,7,5,3,8,2018,216,4,31,9819.0,9887.0,8838.0,,True,9963.915
2018-08-04 08:00:00,,8,5,3,8,2018,216,4,31,10215.0,10371.0,9238.0,,True,10488.716
2018-08-04 09:00:00,,9,5,3,8,2018,216,4,31,10992.0,11452.0,10047.0,,True,11280.476
2018-08-04 10:00:00,,10,5,3,8,2018,216,4,31,11794.0,12536.0,10825.0,,True,12112.395
2018-08-04 11:00:00,,11,5,3,8,2018,216,4,31,12373.0,13592.0,11402.0,,True,12876.761
2018-08-04 12:00:00,,12,5,3,8,2018,216,4,31,12790.0,14537.0,11843.0,,True,13436.904
2018-08-04 13:00:00,,13,5,3,8,2018,216,4,31,13202.0,15385.0,12168.0,,True,13726.897
2018-08-04 14:00:00,,14,5,3,8,2018,216,4,31,13536.0,16134.0,12519.0,,True,13945.416
2018-08-04 15:00:00,,15,5,3,8,2018,216,4,31,13776.0,16287.0,12813.0,,True,14057.991
2018-08-04 16:00:00,,16,5,3,8,2018,216,4,31,14117.0,16276.0,13077.0,,True,14210.913
2018-08-04 17:00:00,,17,5,3,8,2018,216,4,31,14242.0,16334.0,13211.0,,True,14434.43
2018-08-04 18:00:00,,18,5,3,8,2018,216,4,31,14269.0,16347.0,13217.0,,True,14445.855
2018-08-04 19:00:00,,19,5,3,8,2018,216,4,31,13891.0,15958.0,13045.0,,True,14213.378
2018-08-04 20:00:00,,20,5,3,8,2018,216,4,31,13174.0,15343.0,12451.0,,True,13859.553
2018-08-04 21:00:00,,21,5,3,8,2018,216,4,31,12630.0,14963.0,12112.0,,True,13752.868
2018-08-04 22:00:00,,22,5,3,8,2018,216,4,31,12069.0,14446.0,11710.0,,True,13268.528
2018-08-04 23:00:00,,23,5,3,8,2018,216,4,31,11118.0,13468.0,10881.0,,True,12625.753
2018-08-05 00:00:00,,0,6,3,8,2018,217,5,31,10160.0,12451.0,10003.0,,True,10667.404
2018-08-05 01:00:00,,1,6,3,8,2018,217,5,31,9334.0,11454.0,9191.0,,True,9878.0625
2018-08-05 02:00:00,,2,6,3,8,2018,217,5,31,8691.0,10694.0,8643.0,,True,9412.091
2018-08-05 03:00:00,,3,6,3,8,2018,217,5,31,8332.0,10146.0,8205.0,,True,9251.896
2018-08-05 04:00:00,,4,6,3,8,2018,217,5,31,8089.0,9730.0,8029.0,,True,9094.009
2018-08-05 05:00:00,,5,6,3,8,2018,217,5,31,7965.0,9453.0,7901.0,,True,9074.806
2018-08-05 06:00:00,,6,6,3,8,2018,217,5,31,7945.0,9382.0,7960.0,,True,9050.656
2018-08-05 07:00:00,,7,6,3,8,2018,217,5,31,8021.0,9635.0,8009.0,,True,9190.271
2018-08-05 08:00:00,,8,6,3,8,2018,217,5,31,8412.0,9785.0,8416.0,,True,9562.083
2018-08-05 09:00:00,,9,6,3,8,2018,217,5,31,9153.0,10642.0,9297.0,,True,10159.105
2018-08-05 10:00:00,,10,6,3,8,2018,217,5,31,9828.0,11486.0,10285.0,,True,11008.307
2018-08-05 11:00:00,,11,6,3,8,2018,217,5,31,10608.0,12275.0,11093.0,,True,11967.8125
2018-08-05 12:00:00,,12,6,3,8,2018,217,5,31,11287.0,13047.0,11959.0,,True,12872.379
2018-08-05 13:00:00,,13,6,3,8,2018,217,5,31,12062.0,13725.0,12706.0,,True,13425.861
2018-08-05 14:00:00,,14,6,3,8,2018,217,5,31,12727.0,14260.0,13322.0,,True,13880.357
2018-08-05 15:00:00,,15,6,3,8,2018,217,5,31,13156.0,14755.0,13784.0,,True,13921.652
2018-08-05 16:00:00,,16,6,3,8,2018,217,5,31,13423.0,15176.0,14179.0,,True,14027.99
2018-08-05 17:00:00,,17,6,3,8,2018,217,5,31,13685.0,15546.0,14509.0,,True,14241.678
2018-08-05 18:00:00,,18,6,3,8,2018,217,5,31,13872.0,15630.0,14575.0,,True,14299.086
2018-08-05 19:00:00,,19,6,3,8,2018,217,5,31,13650.0,15259.0,14214.0,,True,14170.279
2018-08-05 20:00:00,,20,6,3,8,2018,217,5,31,13178.0,14621.0,13604.0,,True,14016.374
2018-08-05 21:00:00,,21,6,3,8,2018,217,5,31,12960.0,14097.0,13375.0,,True,14006.697
2018-08-05 22:00:00,,22,6,3,8,2018,217,5,31,12446.0,13459.0,12833.0,,True,13612.482
2018-08-05 23:00:00,,23,6,3,8,2018,217,5,31,11522.0,12328.0,11829.0,,True,12756.946
2018-08-06 00:00:00,,0,0,3,8,2018,218,6,32,10554.0,11144.0,10771.0,,True,10397.554
2018-08-06 01:00:00,,1,0,3,8,2018,218,6,32,9694.0,10271.0,9873.0,,True,10094.767
2018-08-06 02:00:00,,2,0,3,8,2018,218,6,32,9268.0,9635.0,9294.0,,True,9547.126
2018-08-06 03:00:00,,3,0,3,8,2018,218,6,32,9017.0,9343.0,8883.0,,True,9396.845
2018-08-06 04:00:00,,4,0,3,8,2018,218,6,32,8905.0,9124.0,8712.0,,True,9093.506
2018-08-06 05:00:00,,5,0,3,8,2018,218,6,32,9095.0,9321.0,8807.0,,True,9325.538
2018-08-06 06:00:00,,6,0,3,8,2018,218,6,32,9633.0,9745.0,9298.0,,True,9888.984
2018-08-06 07:00:00,,7,0,3,8,2018,218,6,32,10352.0,10350.0,10026.0,,True,10555.71
2018-08-06 08:00:00,,8,0,3,8,2018,218,6,32,10997.0,10908.0,10580.0,,True,11320.179
2018-08-06 09:00:00,,9,0,3,8,2018,218,6,32,11601.0,11568.0,11061.0,,True,11939.552
2018-08-06 10:00:00,,10,0,3,8,2018,218,6,32,12054.0,12236.0,11525.0,,True,12413.359
2018-08-06 11:00:00,,11,0,3,8,2018,218,6,32,12480.0,12885.0,12006.0,,True,12989.132
2018-08-06 12:00:00,,12,0,3,8,2018,218,6,32,12660.0,13347.0,12380.0,,True,13554.877
2018-08-06 13:00:00,,13,0,3,8,2018,218,6,32,12876.0,13607.0,12558.0,,True,13788.239
2018-08-06 14:00:00,,14,0,3,8,2018,218,6,32,13122.0,13642.0,12739.0,,True,13894.747
2018-08-06 15:00:00,,15,0,3,8,2018,218,6,32,13383.0,13518.0,12887.0,,True,13989.227
2018-08-06 16:00:00,,16,0,3,8,2018,218,6,32,13702.0,13338.0,12920.0,,True,14072.519
2018-08-06 17:00:00,,17,0,3,8,2018,218,6,32,14060.0,13249.0,12986.0,,True,14155.191
2018-08-06 18:00:00,,18,0,3,8,2018,218,6,32,14185.0,13129.0,13147.0,,True,14205.052
2018-08-06 19:00:00,,19,0,3,8,2018,218,6,32,13841.0,12896.0,13073.0,,True,14074.53
2018-08-06 20:00:00,,20,0,3,8,2018,218,6,32,13372.0,12673.0,12862.0,,True,13848.553
2018-08-06 21:00:00,,21,0,3,8,2018,218,6,32,13226.0,12619.0,12838.0,,True,13839.071
2018-08-06 22:00:00,,22,0,3,8,2018,218,6,32,12679.0,12201.0,12429.0,,True,13348.901
2018-08-06 23:00:00,,23,0,3,8,2018,218,6,32,11646.0,11260.0,11452.0,,True,12354.567
2018-08-07 00:00:00,,0,1,3,8,2018,219,7,32,10784.0,10246.0,10514.0,,True,10374.314
2018-08-07 01:00:00,,1,1,3,8,2018,219,7,32,9987.0,9526.0,9699.0,,True,10089.7705
2018-08-07 02:00:00,,2,1,3,8,2018,219,7,32,9520.0,8991.0,9261.0,,True,9469.837
2018-08-07 03:00:00,,3,1,3,8,2018,219,7,32,9195.0,8786.0,8942.0,,True,9274.048
2018-08-07 04:00:00,,4,1,3,8,2018,219,7,32,9071.0,8631.0,8837.0,,True,9046.737
2018-08-07 05:00:00,,5,1,3,8,2018,219,7,32,9141.0,8796.0,9012.0,,True,9292.695
2018-08-07 06:00:00,,6,1,3,8,2018,219,7,32,9631.0,9341.0,9557.0,,True,10064.962
2018-08-07 07:00:00,,7,1,3,8,2018,219,7,32,10300.0,10023.0,10319.0,,True,10555.71
2018-08-07 08:00:00,,8,1,3,8,2018,219,7,32,10783.0,10630.0,10859.0,,True,11204.694
2018-08-07 09:00:00,,9,1,3,8,2018,219,7,32,11145.0,11107.0,11340.0,,True,11731.898
2018-08-07 10:00:00,,10,1,3,8,2018,219,7,32,11429.0,11587.0,12070.0,,True,12229.916
2018-08-07 11:00:00,,11,1,3,8,2018,219,7,32,11764.0,12145.0,12955.0,,True,12873.083
2018-08-07 12:00:00,,12,1,3,8,2018,219,7,32,12040.0,12687.0,13861.0,,True,13378.087
2018-08-07 13:00:00,,13,1,3,8,2018,219,7,32,12328.0,13230.0,14558.0,,True,13839.543
2018-08-07 14:00:00,,14,1,3,8,2018,219,7,32,12556.0,13699.0,15258.0,,True,14100.574
2018-08-07 15:00:00,,15,1,3,8,2018,219,7,32,12767.0,14112.0,15750.0,,True,14167.899
2018-08-07 16:00:00,,16,1,3,8,2018,219,7,32,12986.0,14327.0,15919.0,,True,14205.076
2018-08-07 17:00:00,,17,1,3,8,2018,219,7,32,13239.0,14612.0,15839.0,,True,14360.434
2018-08-07 18:00:00,,18,1,3,8,2018,219,7,32,13371.0,14740.0,15510.0,,True,14315.685
2018-08-07 19:00:00,,19,1,3,8,2018,219,7,32,13179.0,14696.0,15131.0,,True,14238.496
2018-08-07 20:00:00,,20,1,3,8,2018,219,7,32,12707.0,14356.0,14492.0,,True,14199.113
2018-08-07 21:00:00,,21,1,3,8,2018,219,7,32,12399.0,14275.0,14070.0,,True,14049.128
2018-08-07 22:00:00,,22,1,3,8,2018,219,7,32,11868.0,13643.0,13277.0,,True,13657.492
2018-08-07 23:00:00,,23,1,3,8,2018,219,7,32,10900.0,12674.0,12151.0,,True,12439.333
2018-08-08 00:00:00,,0,2,3,8,2018,220,8,32,9891.0,11705.0,11017.0,,True,10578.373
2018-08-08 01:00:00,,1,2,3,8,2018,220,8,32,9145.0,10770.0,10050.0,,True,9997.124
2018-08-08 02:00:00,,2,2,3,8,2018,220,8,32,8696.0,10247.0,9402.0,,True,9431.314
2018-08-08 03:00:00,,3,2,3,8,2018,220,8,32,8336.0,9909.0,8975.0,,True,9215.298
2018-08-08 04:00:00,,4,2,3,8,2018,220,8,32,8212.0,9747.0,8727.0,,True,9096.525
2018-08-08 05:00:00,,5,2,3,8,2018,220,8,32,8301.0,9871.0,8731.0,,True,9147.329
2018-08-08 06:00:00,,6,2,3,8,2018,220,8,32,8698.0,10445.0,9196.0,,True,9616.098
2018-08-08 07:00:00,,7,2,3,8,2018,220,8,32,9314.0,11122.0,9742.0,,True,10404.782
2018-08-08 08:00:00,,8,2,3,8,2018,220,8,32,9890.0,11892.0,10386.0,,True,11214.8
2018-08-08 09:00:00,,9,2,3,8,2018,220,8,32,10361.0,12735.0,11110.0,,True,11716.769
2018-08-08 10:00:00,,10,2,3,8,2018,220,8,32,11011.0,13744.0,11875.0,,True,12258.811
2018-08-08 11:00:00,,11,2,3,8,2018,220,8,32,11696.0,14822.0,12782.0,,True,13087.28
2018-08-08 12:00:00,,12,2,3,8,2018,220,8,32,12309.0,15771.0,13227.0,,True,13721.618
2018-08-08 13:00:00,,13,2,3,8,2018,220,8,32,12844.0,16474.0,13777.0,,True,14138.521
2018-08-08 14:00:00,,14,2,3,8,2018,220,8,32,13408.0,,14297.0,,True,14179.382
2018-08-08 15:00:00,,15,2,3,8,2018,220,8,32,13856.0,,14694.0,,True,14279.314
2018-08-08 16:00:00,,16,2,3,8,2018,220,8,32,14174.0,,14998.0,,True,14369.545
2018-08-08 17:00:00,,17,2,3,8,2018,220,8,32,14488.0,,15250.0,,True,14544.531
2018-08-08 18:00:00,,18,2,3,8,2018,220,8,32,14562.0,,15249.0,,True,14555.957
2018-08-08 19:00:00,,19,2,3,8,2018,220,8,32,14133.0,,14821.0,,True,14426.628
2018-08-08 20:00:00,,20,2,3,8,2018,220,8,32,13395.0,16941.0,13965.0,,True,14392.104
2018-08-08 21:00:00,,21,2,3,8,2018,220,8,32,12994.0,16527.0,13448.0,,True,14276.394
2018-08-08 22:00:00,,22,2,3,8,2018,220,8,32,12325.0,15672.0,12700.0,,True,13732.705
2018-08-08 23:00:00,,23,2,3,8,2018,220,8,32,11159.0,14385.0,11471.0,,True,12774.1
2018-08-09 00:00:00,,0,3,3,8,2018,221,9,32,10087.0,12982.0,10317.0,,True,10668.661
2018-08-09 01:00:00,,1,3,3,8,2018,221,9,32,9239.0,12043.0,9365.0,,True,9912.388
2018-08-09 02:00:00,,2,3,3,8,2018,221,9,32,8720.0,11329.0,8747.0,,True,9393.3545
2018-08-09 03:00:00,,3,3,3,8,2018,221,9,32,8391.0,10874.0,8368.0,,True,9252.203
2018-08-09 04:00:00,,4,3,3,8,2018,221,9,32,8188.0,10535.0,8172.0,,True,9202.826
2018-08-09 05:00:00,,5,3,3,8,2018,221,9,32,8212.0,10553.0,8296.0,,True,9216.305
2018-08-09 06:00:00,,6,3,3,8,2018,221,9,32,8638.0,11058.0,8757.0,,True,9459.804
2018-08-09 07:00:00,,7,3,3,8,2018,221,9,32,9295.0,11646.0,9391.0,,True,10315.384
2018-08-09 08:00:00,,8,3,3,8,2018,221,9,32,9900.0,12443.0,10016.0,,True,11145.277
2018-08-09 09:00:00,,9,3,3,8,2018,221,9,32,10499.0,13505.0,10721.0,,True,11782.395
2018-08-09 10:00:00,,10,3,3,8,2018,221,9,32,11269.0,14630.0,11516.0,,True,12501.014
2018-08-09 11:00:00,,11,3,3,8,2018,221,9,32,11967.0,15711.0,12283.0,,True,13070.313
2018-08-09 12:00:00,,12,3,3,8,2018,221,9,32,12671.0,16702.0,12892.0,,True,13906.929
2018-08-09 13:00:00,,13,3,3,8,2018,221,9,32,13172.0,,13538.0,,True,13992.762
2018-08-09 14:00:00,,14,3,3,8,2018,221,9,32,13724.0,,14050.0,,True,14173.033
2018-08-09 15:00:00,,15,3,3,8,2018,221,9,32,14115.0,,14498.0,,True,14318.215
2018-08-09 16:00:00,,16,3,3,8,2018,221,9,32,14381.0,,14833.0,,True,14498.874
2018-08-09 17:00:00,,17,3,3,8,2018,221,9,32,14477.0,,14947.0,,True,14544.531
2018-08-09 18:00:00,,18,3,3,8,2018,221,9,32,14482.0,,14851.0,,True,14555.957
2018-08-09 19:00:00,,19,3,3,8,2018,221,9,32,14050.0,,14301.0,,True,14369.976
2018-08-09 20:00:00,,20,3,3,8,2018,221,9,32,13487.0,,13545.0,,True,14253.919
2018-08-09 21:00:00,,21,3,3,8,2018,221,9,32,13216.0,,13094.0,,True,14192.925
2018-08-09 22:00:00,,22,3,3,8,2018,221,9,32,12652.0,16370.0,12483.0,,True,13825.509
2018-08-09 23:00:00,,23,3,3,8,2018,221,9,32,11572.0,15002.0,11285.0,,True,12937.994
2018-08-10 00:00:00,,0,4,3,8,2018,222,10,32,10493.0,13692.0,10153.0,,True,10849.776
2018-08-10 01:00:00,,1,4,3,8,2018,222,10,32,9703.0,12639.0,9216.0,,True,9936.776
2018-08-10 02:00:00,,2,4,3,8,2018,222,10,32,9175.0,11910.0,8684.0,,True,9646.44
2018-08-10 03:00:00,,3,4,3,8,2018,222,10,32,8777.0,11365.0,8267.0,,True,9468.81
2018-08-10 04:00:00,,4,4,3,8,2018,222,10,32,8612.0,11071.0,8084.0,,True,9278.67
2018-08-10 05:00:00,,5,4,3,8,2018,222,10,32,8739.0,10991.0,8199.0,,True,9344.411
2018-08-10 06:00:00,,6,4,3,8,2018,222,10,32,9243.0,11417.0,8572.0,,True,9829.611
2018-08-10 07:00:00,,7,4,3,8,2018,222,10,32,9798.0,12015.0,9099.0,,True,10447.17
2018-08-10 08:00:00,,8,4,3,8,2018,222,10,32,10424.0,12724.0,9625.0,,True,11346.833
2018-08-10 09:00:00,,9,4,3,8,2018,222,10,32,11046.0,13796.0,10395.0,,True,11879.713
2018-08-10 10:00:00,,10,4,3,8,2018,222,10,32,11475.0,14973.0,11287.0,,True,12552.071
2018-08-10 11:00:00,,11,4,3,8,2018,222,10,32,11930.0,16192.0,12025.0,,True,13102.147
2018-08-10 12:00:00,,12,4,3,8,2018,222,10,32,12351.0,,12726.0,,True,13409.087
2018-08-10 13:00:00,,13,4,3,8,2018,222,10,32,12817.0,,13385.0,,True,13779.973
2018-08-10 14:00:00,,14,4,3,8,2018,222,10,32,13443.0,,14013.0,,True,14173.033
2018-08-10 15:00:00,,15,4,3,8,2018,222,10,32,14089.0,,14534.0,,True,14318.215
2018-08-10 16:00:00,,16,4,3,8,2018,222,10,32,14407.0,,14995.0,,True,14498.874
2018-08-10 17:00:00,,17,4,3,8,2018,222,10,32,14609.0,,15299.0,,True,14557.969
2018-08-10 18:00:00,,18,4,3,8,2018,222,10,32,14519.0,,15270.0,,True,14555.957
2018-08-10 19:00:00,,19,4,3,8,2018,222,10,32,14075.0,,14696.0,,True,14411.549
2018-08-10 20:00:00,,20,4,3,8,2018,222,10,32,13579.0,,13741.0,,True,14264.005
2018-08-10 21:00:00,,21,4,3,8,2018,222,10,32,13324.0,,13198.0,,True,14192.925
2018-08-10 22:00:00,,22,4,3,8,2018,222,10,32,12783.0,16713.0,12379.0,,True,13856.461
2018-08-10 23:00:00,,23,4,3,8,2018,222,10,32,11992.0,15621.0,11347.0,,True,12925.035
2018-08-11 00:00:00,,0,5,3,8,2018,223,11,32,11137.0,14461.0,10250.0,,True,11269.687
2018-08-11 01:00:00,,1,5,3,8,2018,223,11,32,10309.0,13403.0,9310.0,,True,10458.543
2018-08-11 02:00:00,,2,5,3,8,2018,223,11,32,9861.0,12613.0,8739.0,,True,10112.636
2018-08-11 03:00:00,,3,5,3,8,2018,223,11,32,9434.0,11975.0,8244.0,,True,9788.826
2018-08-11 04:00:00,,4,5,3,8,2018,223,11,32,9251.0,11539.0,7974.0,,True,9699.636
2018-08-11 05:00:00,,5,5,3,8,2018,223,11,32,9238.0,11344.0,7888.0,,True,9695.481
2018-08-11 06:00:00,,6,5,3,8,2018,223,11,32,9388.0,11317.0,7965.0,,True,9690.512
2018-08-11 07:00:00,,7,5,3,8,2018,223,11,32,9564.0,11352.0,8077.0,,True,10026.718
2018-08-11 08:00:00,,8,5,3,8,2018,223,11,32,9967.0,11955.0,8560.0,,True,10794.277
2018-08-11 09:00:00,,9,5,3,8,2018,223,11,32,10564.0,13284.0,9554.0,,True,11432.886
2018-08-11 10:00:00,,10,5,3,8,2018,223,11,32,11173.0,14711.0,10514.0,,True,12120.326
2018-08-11 11:00:00,,11,5,3,8,2018,223,11,32,11763.0,16016.0,11563.0,,True,12869.746
2018-08-11 12:00:00,,12,5,3,8,2018,223,11,32,12270.0,,12472.0,,True,12971.146
2018-08-11 13:00:00,,13,5,3,8,2018,223,11,32,12894.0,,13278.0,,True,13582.794
2018-08-11 14:00:00,,14,5,3,8,2018,223,11,32,13651.0,,13906.0,,True,13943.792
2018-08-11 15:00:00,,15,5,3,8,2018,223,11,32,14238.0,,14403.0,,True,14176.389
2018-08-11 16:00:00,,16,5,3,8,2018,223,11,32,14449.0,,14753.0,,True,14242.101
2018-08-11 17:00:00,,17,5,3,8,2018,223,11,32,14555.0,,14981.0,,True,14287.758
2018-08-11 18:00:00,,18,5,3,8,2018,223,11,32,14651.0,,14918.0,,True,14299.184
2018-08-11 19:00:00,,19,5,3,8,2018,223,11,32,14337.0,,14475.0,,True,14299.184
2018-08-11 20:00:00,,20,5,3,8,2018,223,11,32,13875.0,,13651.0,,True,14091.662
2018-08-11 21:00:00,,21,5,3,8,2018,223,11,32,13497.0,,13218.0,,True,13963.684
2018-08-11 22:00:00,,22,5,3,8,2018,223,11,32,12950.0,16857.0,12474.0,,True,13767.246
2018-08-11 23:00:00,,23,5,3,8,2018,223,11,32,12087.0,15883.0,11445.0,,True,13131.699
2018-08-12 00:00:00,,0,6,3,8,2018,224,12,32,11143.0,14818.0,10399.0,,True,11302.326
2018-08-12 01:00:00,,1,6,3,8,2018,224,12,32,10373.0,13803.0,9488.0,,True,10488.191
2018-08-12 02:00:00,,2,6,3,8,2018,224,12,32,9803.0,12976.0,8819.0,,True,9963.276
2018-08-12 03:00:00,,3,6,3,8,2018,224,12,32,9361.0,12365.0,8337.0,,True,9758.345
2018-08-12 04:00:00,,4,6,3,8,2018,224,12,32,9137.0,11883.0,8035.0,,True,9719.735
2018-08-12 05:00:00,,5,6,3,8,2018,224,12,32,8957.0,11577.0,7905.0,,True,9561.684
2018-08-12 06:00:00,,6,6,3,8,2018,224,12,32,8864.0,11410.0,7961.0,,True,9566.286
2018-08-12 07:00:00,,7,6,3,8,2018,224,12,32,8912.0,11332.0,8003.0,,True,9800.605
2018-08-12 08:00:00,,8,6,3,8,2018,224,12,32,9212.0,11874.0,8443.0,,True,10379.179
2018-08-12 09:00:00,,9,6,3,8,2018,224,12,32,9846.0,13202.0,9423.0,,True,10971.01
2018-08-12 10:00:00,,10,6,3,8,2018,224,12,32,10617.0,14666.0,10618.0,,True,11823.237
2018-08-12 11:00:00,,11,6,3,8,2018,224,12,32,11244.0,15929.0,11779.0,,True,12739.736
2018-08-12 12:00:00,,12,6,3,8,2018,224,12,32,11778.0,16907.0,12884.0,,True,13383.725
2018-08-12 13:00:00,,13,6,3,8,2018,224,12,32,12374.0,,13934.0,,True,13377.952
2018-08-12 14:00:00,,14,6,3,8,2018,224,12,32,12751.0,,14683.0,,True,13723.917
2018-08-12 15:00:00,,15,6,3,8,2018,224,12,32,13336.0,,15273.0,,True,13955.528
2018-08-12 16:00:00,,16,6,3,8,2018,224,12,32,13735.0,,15716.0,,True,14008.898
2018-08-12 17:00:00,,17,6,3,8,2018,224,12,32,14042.0,,15987.0,,True,14193.709
2018-08-12 18:00:00,,18,6,3,8,2018,224,12,32,14206.0,,16069.0,,True,14209.711
2018-08-12 19:00:00,,19,6,3,8,2018,224,12,32,14003.0,,15663.0,,True,14160.08
2018-08-12 20:00:00,,20,6,3,8,2018,224,12,32,13444.0,,14849.0,,True,14074.059
2018-08-12 21:00:00,,21,6,3,8,2018,224,12,32,13139.0,,14413.0,,True,13874.297
2018-08-12 22:00:00,,22,6,3,8,2018,224,12,32,12463.0,16231.0,13557.0,,True,13941.824
2018-08-12 23:00:00,,23,6,3,8,2018,224,12,32,11416.0,15017.0,12316.0,,True,13040.341
2018-08-13 00:00:00,,0,0,3,8,2018,225,13,33,10418.0,13725.0,11042.0,,True,10805.194
2018-08-13 01:00:00,,1,0,3,8,2018,225,13,33,9586.0,12708.0,10133.0,,True,10158.001
2018-08-13 02:00:00,,2,0,3,8,2018,225,13,33,9049.0,11983.0,9456.0,,True,9869.943
2018-08-13 03:00:00,,3,0,3,8,2018,225,13,33,8765.0,11452.0,9032.0,,True,9517.143
2018-08-13 04:00:00,,4,0,3,8,2018,225,13,33,8619.0,11140.0,8780.0,,True,9301.146
2018-08-13 05:00:00,,5,0,3,8,2018,225,13,33,8759.0,11122.0,8897.0,,True,9453.599
2018-08-13 06:00:00,,6,0,3,8,2018,225,13,33,9201.0,11427.0,9332.0,,True,9957.34
2018-08-13 07:00:00,,7,0,3,8,2018,225,13,33,9956.0,12004.0,10006.0,,True,10817.039
2018-08-13 08:00:00,,8,0,3,8,2018,225,13,33,10459.0,12697.0,10674.0,,True,11525.872
2018-08-13 09:00:00,,9,0,3,8,2018,225,13,33,11088.0,13662.0,11521.0,,True,12376.572
2018-08-13 10:00:00,,10,0,3,8,2018,225,13,33,11690.0,14789.0,12728.0,,True,12858.051
2018-08-13 11:00:00,,11,0,3,8,2018,225,13,33,12183.0,15998.0,13934.0,,True,13449.803
2018-08-13 12:00:00,,12,0,3,8,2018,225,13,33,12624.0,,15077.0,,True,13702.439
2018-08-13 13:00:00,,13,0,3,8,2018,225,13,33,13063.0,,16048.0,,True,13980.68
2018-08-13 14:00:00,,14,0,3,8,2018,225,13,33,13494.0,,16837.0,,True,14259.697
2018-08-13 15:00:00,,15,0,3,8,2018,225,13,33,13772.0,,,,True,13947.663
2018-08-13 16:00:00,,16,0,3,8,2018,225,13,33,13900.0,,,,True,14052.846
2018-08-13 17:00:00,,17,0,3,8,2018,225,13,33,13939.0,,,,True,14131.015
2018-08-13 18:00:00,,18,0,3,8,2018,225,13,33,13876.0,,,,True,14082.651
2018-08-13 19:00:00,,19,0,3,8,2018,225,13,33,13754.0,,,,True,14036.521
2018-08-13 20:00:00,,20,0,3,8,2018,225,13,33,13564.0,16412.0,16380.0,,True,14531.945
2018-08-13 21:00:00,,21,0,3,8,2018,225,13,33,13531.0,15879.0,15915.0,,True,14477.327
